State,DistrictID,DistrictName,gwDepth,GCAKharif,GCARabi,GCASummer,GIAKharif,GIARabi,GIASummer,kwhkharif,kwhrabi,kwhsummer,TotalEnergy
Madhya Pradesh,15994, Mandla ,29,130089,227725,1331,0,0,0,89.91,227.72,0,63.55
Madhya Pradesh,15995, Mandsaur ,112,361159,50192,26763,39591.85714,39591.85714,13197.28571,347.8,958.71,0,173.73
Madhya Pradesh,15996, Morena ,41,138241,118080,1128,50206.28571,50206.28571,16735.42857,113.56,316.18,0,53.03
Madhya Pradesh,15997, Narsinghpur ,34,192845,83386,2062,71798.57143,71798.57143,23932.85714,51.37,253.76,0,31.06
Madhya Pradesh,15998, Neemuch ,64,362168,103461,3559,33826.28571,33826.28571,11275.42857,227.58,554.3,0,139.77
Madhya Pradesh,15999, Panna ,46,95107,226250,3381,10514.14286,10514.14286,3504.714286,180.37,353.01,0,97.02
Madhya Pradesh,16000, Raisen ,33,159527,258585,12395,44000.14286,44000.14286,14666.71429,56.36,273.49,0,79.71
Madhya Pradesh,16001, Rajgarh ,46,192637,55561,535,44202.85714,44202.85714,14734.28571,114.93,369.37,0,42.66
Madhya Pradesh,16002, Ratlam ,101,92322,183640,705,36678.85714,36678.85714,12226.28571,336.54,880.5,0,192.76
Madhya Pradesh,16003, Rewa ,33,145823,373202,236,27558,27558,9186,115.21,280.8,0,121.59
Madhya Pradesh,16004, Sagar ,41,415571,110495,926,67204.71429,67204.71429,22401.57143,69.26,335.75,987.41,66.79
Madhya Pradesh,16005, Satna ,39,328123,92901,23409,44651.14286,44651.14286,14883.71429,141.13,322.05,0,76.22
Madhya Pradesh,16006, Sehore ,54,216536,284056,1718,55353.42857,55353.42857,18451.14286,96.75,469.03,0,154.18
Madhya Pradesh,16007, Seoni ,22,233209,434054,10053,14308.71429,14308.71429,4769.571429,58,185.42,495,98.98
Madhya Pradesh,16008, Shahdol ,14,169186,306370,1404,2737.285714,2737.285714,912.4285714,45.05,119.48,336.38,44.69
Madhya Pradesh,16009, Shajapur ,43,325178,240564,4147,53816.14286,53816.14286,17938.71429,106.79,341.24,0,116.81
Madhya Pradesh,16010, Sheopur ,49,280394,174214,1581,22158.42857,22158.42857,7386.142857,166.64,403.71,0,117.05
Madhya Pradesh,16011, Shivpuri ,61,326141,74288,155,65000.14286,65000.14286,21666.71429,229.45,480.76,0,110.54
Madhya Pradesh,16012, Sidhi ,25,444878,125453,2332,18203.57143,18203.57143,6067.857143,68.03,211.98,0,56.85
Madhya Pradesh,16013, Tikamgarh ,17,141394,163891,128794,75513.85714,75513.85714,25171.28571,44.2,152.52,437.75,87.62
Madhya Pradesh,16014, Ujjain ,110,139580,141244,120476,53006.57143,53006.57143,17668.85714,271.04,888.78,0,163.36
Madhya Pradesh,16015, Umaria ,25,118861,168648,111607,3194.571429,3194.571429,1064.857143,75.85,217.21,0,45.64
Madhya Pradesh,16016, Vidisha ,28,176609,214867,701,59828.57143,59828.57143,19942.85714,47.23,218.79,0,55.35
Madhya Pradesh,16017, West Nimar ,46,489904,177579,607,39609,39609,13203,148.86,491.97,0,160.29
Maharashtra,16018, Ahmednagar ,115,71855,114041,297,157395.9035,99946.05504,46193.62462,230.72,1175.11,0,150.58
Maharashtra,16019, Akola ,38,258330,256093,1289,10135.95558,11835.78363,2370.386475,98.33,343.46,0,113.35
Maharashtra,16020, Amravati ,100,309455,187332,487,39062.87483,27318.71503,29595.63687,210.39,862.3,0,226.64
Maharashtra,16022, Bhandara ,19,375100,826800,70100,13374.43419,4903.992564,484.9512564,68.44,165.4,445.97,193.68
Maharashtra,16023, Bid ,32,489800,276100,236100,31453.74498,18887.32196,57090.92615,73.21,331.76,0,127.45
Maharashtra,16024, Buldana ,34,851400,443800,385700,62750.80843,48211.62634,1973.412182,90.58,333.73,0,225.22
Maharashtra,16025, Chandrapur ,21,158600,42500,5400,11588.14688,3667.829066,1048.240119,54.39,205.09,513.91,20.11
Maharashtra,16026, Dhule ,100,487500,531500,144600,25333.35921,7938.250923,4371.548458,256.99,1060.01,0,688.67
Maharashtra,16027, Garhchiroli ,13,696200,303300,225800,3960.470971,0.262337662,0,43.9,117.7,316.33,137.68
Maharashtra,16028, Gondiya ,16,369200,187800,52000,2516.832058,388.4569298,87.14994291,57.62,135.22,380.44,66.45
Maharashtra,16030, Hingoli ,100,151900,30800,3000,6734.466171,30611.19881,1818.742026,259.42,1027.75,0,71.06
Maharashtra,16031, Jalgaon ,100,185200,23600,3900,107215.3592,49534.34714,45982.59456,286.99,992.21,0,76.56
Maharashtra,16032, Jalna ,30,2300,2300,2300,55735.79446,36389.69379,7128.876353,70.55,311.56,0,0.87
Maharashtra,16033, Kolhapur ,26,318200,229200,116100,15889.27144,9769.267267,19005.30097,29.21,231.65,361.83,104.39
Maharashtra,16034, Latur ,60,837200,548700,454800,27796.35593,31330.5712,26188.34105,138.71,588.43,0,438.99
Maharashtra,16035, Nagpur ,40,476400,417000,175500,62556.33628,23597.09425,19182.20407,68.34,372.02,940,352.65
Maharashtra,16036, Nanded ,21,333400,226600,108700,20130.51857,30181.03855,14761.71189,50.04,210.99,0,64.49
Maharashtra,16037, Nandurbar ,38,539900,195500,53500,18693.55828,10307.6012,8349.353082,130.54,400.12,0,148.7
Maharashtra,16038, Nashik ,100,459600,224100,115300,183599.03,69228.61019,16240.54164,136.18,1016.9,0,290.47
Maharashtra,16039, Osmanabad ,100,678100,381600,270100,45676.49767,48721.14587,24195.20067,249.53,1007.2,0,553.55
Maharashtra,16040, Parbhani ,24,220300,98500,41100,15981.05429,24462.30384,11353.90057,59.36,240.84,0,36.79
Maharashtra,16041, Pune ,17,599500,195900,47400,85642.35762,128810.7032,48205.17274,26.08,162.92,0,47.55
Maharashtra,16043, Ratnagiri ,25,366400,433900,30200,619.7399347,264.8052231,561.1218716,27.97,164.45,339.58,91.85
Maharashtra,16044, Sangli ,36,528300,506200,221400,82456.35937,60480.47601,36925.71546,80.08,353.5,0,221.24
Maharashtra,16045, Satara ,100,342000,725300,53800,71162.79182,64062.13528,7790.447147,118.7,952.41,0,731.37
Maharashtra,16046, Sindhudurg ,19,169400,70100,62900,1728.030502,1241.45028,694.6730953,13.06,75.25,147.25,16.74
Maharashtra,16047, Solapur ,100,391500,289600,56800,45579.86817,109165.5634,46950.92994,277.61,1051,0,413.05
Maharashtra,16048, Thane ,11,353200,280800,43100,1090.506508,3222.462243,4644.932627,18.15,60.01,144.52,29.49
Maharashtra,16049, Wardha ,23,135500,57400,55200,30.78653846,109.2690559,5.88479021,38.96,218.82,0,17.83
Maharashtra,16050, Washim ,21,160200,895100,66800,11.24169723,501.5478338,22.67681174,50.68,191.97,0,179.95
Maharashtra,16051, Yavatmal ,39,184300,23800,15000,1216.947077,991.52129,183.3669653,82.2,388.43,0,24.39
Manipur,16052, Bishnupur ,2,391700,206100,163500,0,0,0,2.87,20.79,0,5.4
Manipur,16053, Chandel ,23,421800,157200,106200,0,0,0,34.28,228.39,0,50.36
Manipur,16054, Churachandpur ,45,903400,493700,455200,0,0,0,81.43,443.36,0,292.45
Manipur,16055, East Imphal ,57,2540,20800,600,0,0,0,86.76,607.97,0,12.86
Manipur,16056, Senapati ,4,3760,10920,1550,0,0,0,6.21,32.92,0,0.38
Manipur,16057, Tamenglong ,29,10830,14530,1570,0,0,0,61.66,206.73,0,3.67
Manipur,16058, Thoubal ,1,4430,32930,560,0,0,0,1.51,10.39,0,0.34
Manipur,16059, Ukhrul ,110,11290,24250,850,0,0,0,222.88,804.55,0,22.02
Manipur,16060, West Imphal ,68,12900,2180,1800,0,0,0,95.26,702.37,0,2.76
Meghalaya,16061, East Garo Hills ,6,4860,27700,0,0,0,0,6.97,48.95,36.16,1.38
Meghalaya,16062, East Khasi Hills ,98,17630,2930,990,0,0,0,82.19,683.13,577.11,4.02
Meghalaya,16063, Jaintia Hills ,4,1780,17150,290,0,0,0,4.81,33.28,27.33,0.58
Meghalaya,16065, South Garo Hills ,5,15788,23607,5116,0,0,0,5.62,44.03,30.27,1.28
Meghalaya,16066, West Garo Hills ,8,12690,21332,1456,0,0,0,7.57,54.3,39.77,1.31
Meghalaya,16067, West Khasi Hills ,2,13141,14089,1574,0,0,0,1.73,15.44,11.72,0.25
Mizoram,16068, Aizawl ,115,15130,10145,4755,0,0,0,127.44,799.69,971.11,14.65
Mizoram,16069, Champhai ,10,38969,48363,18914,0,0,0,10.38,62.31,79.44,4.92
Mizoram,16070, Kolasib ,69,17056,19602,1606,0,0,0,80.09,488.26,599.91,11.9
Mizoram,16071, Lawngtlai ,60,2106.125,700,7161,0,0,0,61.21,431.15,483.33,3.89
Mizoram,16072, Lunglei ,45,2106.125,700,7161,0,0,0,45.7,300.56,352.5,2.83
Mizoram,16073, Mamit ,10,2106.125,700,7161,0,0,0,12.13,72.04,84.72,0.68
Mizoram,16074, Saiha ,13,2106.125,700,7161,0,0,0,5.91,41.65,46.58,0.37
Mizoram,16075, Serchhip ,22,2106.125,700,7161,0,0,0,23.78,150.47,181.5,1.45
Nagaland,16076, Dimapur ,14,2106.125,700,7161,0,0,0,22.89,104.29,110.44,0.91
Nagaland,16077, Kohima ,4,2106.125,700,7161,0,0,0,6.61,27.69,0,0.03
Nagaland,16078, Mokokchung ,3,2106.125,700,7161,0,0,0,3.66,18.73,0,0.02
Nagaland,16079, Mon ,3,29325,32834,3268,0,0,0,3.15,14.41,0,0.56
Nagaland,16080, Phek ,72,23677,16180,1517,0,0,0,100.35,449.02,0,9.64
Nagaland,16081, Tuensang ,47,29019,15943,1609,0,0,0,48.7,262.09,0,5.59
Nagaland,16082, Wokha ,20,26098,11229,805,0,0,0,23.98,124.68,125.55,2.12
Nagaland,16083, Zunheboto ,39,27006,21037,600,0,0,0,46.14,219.93,0,5.87
Orissa,16084, Angul ,72,28857,12492,772,151.8670405,37.75508458,5.273541152,75.46,681.16,1166,11.58
Orissa,16085, Baleshwar ,14,27967,20890,1700,824.6989818,9946.39128,20.10955414,8.31,90.9,112.77,2.32
Orissa,16086, Baragarh ,56,31426,11205,1019,2555.480404,1414.290212,477.8275641,125.55,705.9,1216.44,13.09
Orissa,16087, Bhadrak ,8,154550,168480,18490,2200.670417,1266.522535,459.3617627,6.11,58.84,78.44,12.3
Orissa,16088, Bolangir ,13,35687,289773,27450,692.0067972,1965.623671,52.43427509,24.53,145.92,265.41,50.44
Orissa,16089, Boudh ,9,164532,222957,68350,0,0,0,14.36,91.87,155,33.43
Orissa,16090, Cuttack ,11,17603,193457,13730,153.2406151,42.66442125,5.496631879,8.4,63.88,103.88,13.93
Orissa,16091, Deogarh ,42,224719,227250,28840,500.7139894,1009.84539,108.8945988,83.49,469.7,856.33,150.19
Orissa,16092, Dhenkanal ,12,33633,91566,3230,8.966065748,1.374337222,1.394485684,10.13,88.08,141.33,8.86
Orissa,16093, Gajapati ,12,48759,258411,19230,215.8148189,72.00546799,229.776174,6.97,79.07,125.66,23.18
Orissa,16094, Ganjam ,13,57612,50047,6380,565.7553989,259.6700563,57.98176336,10.27,105.72,175.49,7
Orissa,16095, Jagatsinghpur ,69,84264,195635,16690,2811.611422,1871.366224,340.0397035,35.84,278.3,394.83,64.05
Orissa,16096, Jajpur ,23,63016,81014,12010,245.4318606,752.923064,56.30613775,15.21,123.97,191.02,13.29
Orissa,16097, Jharsuguda ,10,215412,540887,39620,1292.88691,2037.295655,49.64417225,24.61,115.33,215.27,76.21
Orissa,16098, Kalahandi ,11,25080,158870,6480,309.0691218,221.2501416,7.483002833,13.69,112.11,201.05,19.45
Orissa,16099, Kandhamal ,12,71339,201380,14050,101.4393265,64.91580125,6.2492641,13.88,115.17,196.33,26.94
Orissa,16100, Kendrapara ,6,64565,56925,4830,62.73428332,62.12321878,0.05364627,3.21,24.56,34.5,1.77
Orissa,16101, Keonjhar ,6,243085,290835,71960,195.2455294,473.0479607,19.74819577,8.51,63.14,102.66,27.81
Orissa,16102, Khordha ,13,88266,88294,9280,247.8411865,151.8559233,29.1432318,5.65,58.94,87.74,6.51
Orissa,16103, Koraput ,12,32968,199151,12710,93.80856643,229.47669,61.89962121,9.95,116.22,191.33,25.9
Orissa,16104, Malkangiri ,10,166012,259118,15680,2.134480904,1.31253362,0.034427111,10.5,110.03,173.05,32.96
Orissa,16105, Mayurbhanj ,17,39464,203256,24910,16.59406415,6.52082336,0.04882719,22.24,187.93,268.69,45.76
Orissa,16106, Nabarangpur ,21,228959,165721,50270,881.4582461,1358.996373,2.708376085,37.76,258.98,406.58,72
Orissa,16107, Nayagarh ,10,100369,123071,5750,31.40595999,19.86251244,0.019074532,6.2,70.17,118.88,9.94
Orissa,16108, Nuapada ,15,151284,353766,17360,90.06314662,121.6512044,240.9106518,32.12,171.32,330,71.19
Orissa,16109, Puri ,9,149429,175101,29160,46.92007178,19.13092991,9.493658979,0.94,9.71,12.47,2.2
Orissa,16110, Rayagada ,32,41790,195540,13920,285.7031785,1906.023584,139.9154185,27.16,307.95,504.88,68.37
Orissa,16111, Sambalpur ,12,139450,121499,10040,2054.526921,410.9946727,35.47237783,22.87,140.76,250,22.8
Orissa,16113, Sundargarh ,14,152681,116808,24280,76.54487264,37.40372147,0.801356269,30.7,157.17,287,30.01
Punjab,16118, Amritsar ,24,595,564,527,0,0,0,218.02,109.52,0,0.19
Punjab,16119, Bathinda ,21,10527,11876,9773,0,0,0,275.04,152.44,0,4.7
Punjab,16120, Faridkot ,16,771,905,317,0,0,0,245.39,122.67,0,0.3
Punjab,16121, Fatehgarh Sahib ,25,439876,387850,12762,0,0,0,235.87,151.29,0,162.43
Punjab,16122, Firozpur ,17,291483,420434,162047,0,0,0,242.68,123.95,0,122.84
Punjab,16123, Gurdaspur ,120,126777,154017,40441,0,0,0,689.53,403.67,0,149.58
Punjab,16124, Hoshiarpur ,43,106345,92892,5113,0,0,0,250.55,160.43,0,41.54
Punjab,16125, Jalandhar ,34,472234,554979,151729,0,0,0,265.3,145.29,0,205.91
Punjab,16126, Kapurthala ,27,274573,246148,22844,0,0,0,214.77,113.18,0,86.82
Punjab,16127, Ludhiana ,45,208883,176366,21758,0,0,0,505.72,299.15,0,158.39
Punjab,16128, Mansa ,16,219068,200734,16760,0,0,0,216.09,119.41,0,71.3
Punjab,16129, Moga ,22,135369,131223,6019,0,0,0,270.87,149.32,0,56.26
Punjab,16130, Muktsar ,7,319814,279997,9600,0,0,0,102.3,53.93,0,47.81
Punjab,16132, Patiala ,59,215850,192211,16588,0,0,0,565.51,358.11,0,190.89
Punjab,16133, Rupnagar ,24,231598,331509,130558,0,0,0,142.48,109.98,0,69.45
Punjab,16134, Sangrur ,32,97452,86872,12215,0,0,0,397.61,221.04,0,57.95
Rajasthan,16135, Ajmer ,75,126768,212222,45,32120.57143,32120.57143,10706.85714,462.31,627.67,0,191.81
Rajasthan,16136, Alwar ,35,497676,207840,518,228413.1429,228413.1429,76137.71429,163.88,268.2,0,137.3
Rajasthan,16137, Banswara ,56,144791,45549,2280,8319.857143,8319.857143,2773.285714,301.09,574.2,0,69.74
Rajasthan,16138, Baran ,114,373987,108283,11914,96510,96510,32170,314.19,1006.56,0,226.49
Rajasthan,16139, Barmer ,31,315347,478567,16201,72741,72741,24247,269.25,305.89,0,231.29
Rajasthan,16140, Bharatpur ,29,228011,82066,12517,133762.2857,133762.2857,44587.42857,126.52,222.95,0,47.14
Rajasthan,16141, Bhilwara ,113,200140,258590,598,62568.85714,62568.85714,20856.28571,745.53,1011.22,0,410.7
Rajasthan,16142, Bikaner ,20,1709786,16368,25,48793.28571,48793.28571,16264.42857,222.37,145.68,0,382.58
Rajasthan,16143, Bundi ,31,185154,361460,1913,43991.57143,43991.57143,14663.85714,175,276.25,0,132.25
Rajasthan,16144, Chittaurgarh ,67,350155,154361,6929,102268.7143,102268.7143,34089.57143,303.91,617.68,0,201.76
Rajasthan,16145, Churu ,51,1431988,170221,17375,35103,35103,11701,454.93,351.92,0,711.35
Rajasthan,16146, Dausa ,42,178033,193772,4407,75594.42857,75594.42857,25198.14286,186.73,346.94,0,100.47
Rajasthan,16147, Dhaulpur ,49,407937,141437,1870,39366.85714,39366.85714,13122.28571,147.34,388.85,0,115.1
Rajasthan,16148, Dungarpur ,52,1130953,74120,340,10069.28571,10069.28571,3356.428571,341.77,558.85,0,427.94
Rajasthan,16149, Ganganagar ,80,152698,164977,6,-100,-100,0,1057.36,582.87,0,257.61
Rajasthan,16150, Hanumangarh ,113,71672,121636,134,-100,-100,0,1215.52,784.69,0,182.56
Rajasthan,16151, Jaipur ,80,120262,30687,298,187155.8571,187155.8571,62385.28571,399.72,660.04,0,68.32
Rajasthan,16152, Jaisalmer ,23,447059,763721,233273,16296.42857,16296.42857,5432.142857,267.13,170.95,0,249.98
Rajasthan,16153, Jalor ,99,618151,638267,179594,105564.8571,105564.8571,35188.28571,677.26,946.87,0,1023
Rajasthan,16154, Jhalawar ,96,531073,340714,304,67803,67803,22601,241.7,879,0,427.84
Rajasthan,16155, Jhunjhunun ,37,479536,45197,144,120894,120894,40298,236.25,268.11,0,125.4
Rajasthan,16156, Jodhpur ,27,686179,62779,624,111958.2857,111958.2857,37319.42857,220.03,238.55,0,165.95
Rajasthan,16157, Karauli ,67,310651,283491,5622,47027.57143,47027.57143,15675.85714,236.08,541.88,0,226.95
Rajasthan,16158, Kota ,35,118762,101195,10485,49396.28571,49396.28571,16465.42857,93.9,316.65,0,43.19
Rajasthan,16159, Nagaur ,108,455747,439067,32271,164526.8571,164526.8571,54842.28571,760.53,900.1,0,741.81
Rajasthan,16160, Pali ,51,138411,123265,90,32563.71429,32563.71429,10854.57143,345.53,458.48,0,104.33
Rajasthan,16161, Rajsamand ,82,215423,194926,25,11245.71429,11245.71429,3748.571429,642.86,785.2,0,291.54
Rajasthan,16162, Sawai Madhopur ,50,1232062,168690,11690,78829.71429,78829.71429,26276.57143,220.16,397.4,0,338.28
Rajasthan,16163, Sikar ,24,492581,136535,9192,143775,143775,47925,151.73,188.55,0,100.48
Rajasthan,16164, Sirohi ,31,90995,24240,651,33669.85714,33669.85714,11223.28571,225.95,305.69,0,27.97
Rajasthan,16165, Tonk ,47,294411,168347,5236,64799.57143,64799.57143,21599.85714,253.69,379.07,0,138.5
Rajasthan,16166, Udaipur ,74,420693,217582,164,29185.71429,29185.71429,9728.571429,469.35,712.8,0,352.54
Sikkim,16168, North Sikkim ,27,270787,191069,1042,0,0,0,0,0,0,0
Sikkim,16169, South Sikkim ,5,236192,60228,538,0,0,0,0,0,0,0
Sikkim,16169, South Sikkim ,5,236192,60228,538,0,0,0,0,0,0,0
Sikkim,16169, South Sikkim ,5,236192,60228,538,0,0,0,0,0,0,0
Sikkim,16170, West Sikkim ,46,0,0,0,0,0,0,0,0,0,0
Sikkim,16170, West Sikkim ,46,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,16171, Ariyalur ,5,62133,108150,26748,0,0,0,0,0,0,0
Tamil Nadu,16172, Chennai ,12,28553,159009,13530,0,0,0,0,0,0,0
Tamil Nadu,16173, Coimbatore ,60,279278,115268,57763,50366,9715,3258,94.47,484.64,666.66,120.75
Tamil Nadu,16174, Cuddalore ,299,0,0,0,35316,20917,4582,896.31,2090.11,4526.52,0
Tamil Nadu,16175, Dharmapuri ,51,0,0,0,67402,17522,3434,148.08,534.14,842.91,0
Tamil Nadu,16176, Dindigul ,84,299726,169691,148365,26675,20986,3084,374.78,704.78,1206.33,410.9
Tamil Nadu,16177, Erode ,69,179357,170721,82188,55624,15059,3163,242.77,707.01,994.75,246
Tamil Nadu,16178, Kancheepuram ,13,420662,146275,107423,25453,28252,1325,14.23,61.7,124.58,28.39
Tamil Nadu,16179, Kanniyakumari ,24,187823,96336,68914,117,21,22,38.11,88.4,0,15.67
Tamil Nadu,16180, Karur ,63,253590,117007,68359,16283,8249,39071,245.48,585.07,950.25,195.66
Tamil Nadu,16181, Madurai ,18,0,0,0,19047,14170,458,55.9,105.96,153,0
Tamil Nadu,16182, Nagapattinam ,11,0,0,0,18730,2713,313,42.6,75.1,159.5,0
Tamil Nadu,16183, Namakkal ,70,0,0,0,41683,8718,1229,295.29,618.96,1143.33,0
Tamil Nadu,16184, Nilgiris ,19,90818,79227,47279,577,181,405,20.65,127.39,0,11.96
Tamil Nadu,16185, Perambalur ,72,119750,145208,12459,14979,14307,1502,270.72,645.08,1180,140.79
Tamil Nadu,16186, Pudukkottai ,17,203456,66633,27283,24264,13635,246,58.38,131.18,243.19,27.25
Tamil Nadu,16187, Ramanathapuram ,50,70960,71891,65428,480,4273,221,112.91,238.31,0,25.14
Tamil Nadu,16188, Salem ,50,147956,115966,71416,56074,12890,1837,206.37,453.2,813.88,141.21
Tamil Nadu,16189, Sivaganga ,29,58489,92035,59389,3824,6888,409,75.93,188.39,303.69,39.81
Tamil Nadu,16190, Thanjavur ,39,71609,72747,50392,25425,21792,3590,203.86,269.67,559,62.38
Tamil Nadu,16191, Theni ,43,73311,36958,20644,19161,2377,155,132.5,225.47,311.75,24.48
Tamil Nadu,16192, Thiruvallur ,18,26086,97777,17486,30230,16805,3316,17.96,73.3,146.5,10.19
Tamil Nadu,16193, Thiruvarur ,12,118660,187020,53389,16463,13459,966,57.45,80.65,169.66,30.95
Tamil Nadu,16195, Tiruchchirappalli ,10,70945,73147,34517,27118,19867,1747,42.26,94.03,160,15.39
Tamil Nadu,16196, Tirunelveli Kattabo ,10,118384,146454,12019,16863,15265,2546,17.04,38.14,27.58,7.93
Tamil Nadu,16197, Tiruvannamalai ,18,100365,71396,29864,57532,47797,6129,46.8,164.76,297,25.32
Tamil Nadu,16198, Vellore ,41,107913,105224,37566,3583,5840,16197,116.03,397.63,685.61,80.11
Tamil Nadu,16199, Villupuram ,28,106098,98692,46082,49996,29589,2574,75.89,224.74,444.88,50.73
Tamil Nadu,16200, Virudhunagar ,18,207315,95477,74992,73078,66957,2054,41.28,77.94,105,23.87
Tripura,16201, Dhalai ,6,208112,97088,96094,0,0,0,0,0,0,0
Tripura,16202, North Tripura ,7,211713,176079,70650,0,0,0,0,0,0,0
Tripura,16203, South Tripura ,7,99289,76864,37310,0,0,0,0,0,0,0
Tripura,16204, West Tripura ,20,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,16205, Agra ,28,0,0,0,8848.800939,24584.66829,8508.720944,89.89,225.62,0,0
Uttar Pradesh,16206, Aligarh ,14,0,0,0,31733.61258,54557.69383,19763.19325,62.98,111.02,0,0
Uttar Pradesh,16207, Allahabad ,21,0,0,0,20748.89985,30211.90071,5115.645743,83.79,186.24,0,0
Uttar Pradesh,16208, Ambedkar Nagar ,9,148046,263665,888,14862.08452,18885.5479,5786.543643,38.38,78.54,0,26.39
Uttar Pradesh,16209, Auraiya ,13,228057,286553,15815,5660,5660,11320,62.4,114.13,0,46.93
Uttar Pradesh,16210, Azamgarh ,9,250062,275794,1104,29687.79276,40204.77834,20727.68179,33.19,78.91,0,30.06
Uttar Pradesh,16211, Badaun ,9,146256,150918,13070,24011.15294,42291.31863,17615.64352,33.84,66.52,233.75,18.04
Uttar Pradesh,16212, Baghpat ,31,103722,121366,1330,19361.40851,20314.88914,29360.53407,179.88,204.82,0,43.51
Uttar Pradesh,16213, Bahraich ,11,257450,269643,23988,1250.776629,1252.462584,373.4447083,41.17,67.96,0,28.92
Uttar Pradesh,16214, Ballia ,11,298926,370179,23854,21733.50152,32794.32872,8152.36355,36.02,91.01,257.88,50.6
Uttar Pradesh,16215, Balrampur ,11,112699,126190,65030,2917.283759,3614.582315,740.9792262,38.67,69.68,0,13.15
Uttar Pradesh,16216, Banda ,27,291253,250557,24196,15053.60671,42443.53903,6009.743753,116.07,212.12,0,86.95
Uttar Pradesh,16217, Bara Banki ,56,165218,190700,10332,5655.322552,7245.907663,3336.962365,238.78,433.98,0,122.21
Uttar Pradesh,16218, Bareilly ,13,173866,186500,39968,12212.38397,13950.06067,7310.590007,60.98,89.61,319.94,40.1
Uttar Pradesh,16219, Basti ,7,126993,295967,633,7574.630707,8976.835698,1063.736058,30.3,60.94,0,21.88
Uttar Pradesh,16220, Bijnor ,28,212474,212520,18902,26854.29519,25375.78743,27492.62254,121.27,140.23,558.44,66.12
Uttar Pradesh,16221, Bulandshahr ,14,291164,302208,82599,58383.10883,67275.39611,36170.43944,77.73,107.83,378.38,86.47
Uttar Pradesh,16222, Chandauli ,23,172361,170185,37140,16632.83533,18583.51844,12964.614,88.17,196.46,0,48.63
Uttar Pradesh,16223, Chitrakoot ,24,325042,333557,218110,802.7644414,3038.512926,568.5083362,81.73,186.8,0,88.87
Uttar Pradesh,16224, Deoria ,9,270050,264118,58299,8707.363853,12237.09914,3476.891359,31.93,78.28,0,29.29
Uttar Pradesh,16225, Etah ,14,124091,113661,1197,20279.93356,27119.81126,6084.033037,63.24,107.91,379.94,20.56
Uttar Pradesh,16226, Etawah ,39,70196,124332,447,7820,7820,15640,169.92,339.98,0,54.19
Uttar Pradesh,16227, Faizabad ,8,163271,170776,16411,21563.78508,26936.8625,13665.3593,33.96,68.71,0,17.27
Uttar Pradesh,16228, Farrukhabad ,12,233988,311810,17232,14705.00108,13819.44515,4532.407653,56.09,88.54,0,40.73
Uttar Pradesh,16229, Fatehpur ,34,107521,127596,1006,13579.10192,17808.95514,7822.834224,140.02,290.47,0,52.11
Uttar Pradesh,16230, Firozabad ,9,148128,151856,26477,11253.69296,27112.44002,9968.650381,36.1,69.58,0,15.91
Uttar Pradesh,16231, Gautam Buddha Nagar ,18,88428,143444,9949,7769.436552,9981.421556,1509.010536,111.07,144.14,0,30.49
Uttar Pradesh,16232, Ghaziabad ,16,184303,242600,10122,19978.82118,20930.49203,21758.77402,102.85,126.11,0,49.54
Uttar Pradesh,16233, Ghazipur ,15,112065,170522,324,41790.35352,51454.77663,29654.56101,59.86,128.05,0,28.54
Uttar Pradesh,16234, Gonda ,10,81053,84352,4660,5719.097365,6795.548117,6853.882657,35.86,72.56,220,10.05
Uttar Pradesh,16235, Gorakhpur ,8,143300,147981,64493,13389.28425,19607.26337,5629.086988,29.78,69.54,188.44,26.71
Uttar Pradesh,16237, Hardoi ,14,203568,222644,12029,22535.71432,6438.478783,213.8876347,58.79,103.6,0,35.03
Uttar Pradesh,16239, Jalaun ,32,183689,216257,9767,15201.06495,46049.49915,157.9574985,96.45,242.33,0,70.12
Uttar Pradesh,16240, Jaunpur ,18,310933,386167,30492,38968.47573,51892.00184,8533.007518,72.16,160.2,473,98.72
Uttar Pradesh,16241, Jhansi ,23,87928,142432,3459,3418.739734,7939.12292,311.0569015,74.83,177.41,0,31.84
Uttar Pradesh,16242, Jyotiba Phule Nagar ,12,76081,313633,1780,14385.58257,14556.80274,3935.95781,59.37,85.06,0,31.19
Uttar Pradesh,16243, Kannauj ,20,225300,240591,16981,9481.41091,10786.94071,4302.708142,92.63,159.7,0,59.29
Uttar Pradesh,16244, Kanpur ,57,111893,301599,104,8449.836068,16241.44543,9366.895207,267.42,485.43,0,176.32
Uttar Pradesh,16245, Kanpur Dehat ,25,160348,178641,75882,10674.14372,18475.83029,2317.18092,110.91,211.71,0,55.6
Uttar Pradesh,16246, Kaushambi ,26,94795,136270,761,5924.038753,9318.708677,3424.016175,109.99,227.78,0,41.46
Uttar Pradesh,16247, Kushinagar ,6,115615,170280,4562,1000.008781,1127.158335,601.6510642,20.77,48.11,0,10.59
Uttar Pradesh,16249, Lalitpur ,13,87989,96895,3622,142.3681964,2939.795013,866.022412,40.03,101.74,0,13.38
Uttar Pradesh,16250, Lucknow ,37,205517,205071,78807,10067.20966,12297.25911,10122.18153,164.39,314.34,999,176.97
Uttar Pradesh,16251, Maharajganj ,5,449634,476809,218417,4317.409216,4943.901255,2871.336973,16.1,33.05,89.72,42.59
